anime_id,name,description
97,Drama,
97,Drama,
98,Demons,
98,Romance,
98,Horror,
98,Adventure,
98,Romance,
99,Mecha,
99,Mystery,
99,Comedy,
99,Shounen,
99,Yaoi,
100,Music,
100,Yaoi,
100,Romance,
100,Mystery,
100,Romance,
101,Shoujo,
101,School,
101,Horror,
101,Shoujo,
101,Mecha,
101,Military,
102,Mystery,
102,Sci-Fi,
102,Fantasy,
102,Vampire,
103,Historical,
103,Drama,
103,Drama,
104,Action,
104,Mecha,
104,Mystery,
104,Military,
105,Adventure,
105,Shounen,
105,Sci-Fi,
105,Action,
105,Slice of Life,
105,Drama,
106,Drama,
106,Supernatural,
106,Vampire,
106,Military,
106,Music,
106,Music,
106,Super Power,
107,Yaoi,
107,Music,
107,Music,
107,Romance,
107,Shoujo,
107,Historical,
108,Shoujo,
108,Demons,
108,Super Power,
108,Romance,
109,School,
109,Yaoi,
109,Shoujo,
109,Samurai,
109,Action,
109,Historical,
109,Romance,
110,Romance,
110,Historical,
111,Music,
111,Super Power,
111,School,
111,Music,
111,Romance,
112,Vampire,
112,Shoujo,
112,Super Power,
112,Action,
112,Mystery,
112,Psychological,
113,Samurai,
113,Parody,
113,Sci-Fi,
113,Sci-Fi,
113,Samurai,
113,School,
114,Samurai,
114,Yaoi,
114,School,
114,Action,
114,Samurai,
115,Adventure,
115,Demons,
115,Samurai,
115,Shounen,
115,Seinen,
116,Romance,
116,Comedy,
116,Samurai,
116,School,
116,Slice of Life,
116,Romance,
117,Shounen,
117,Mystery,
117,Action,
117,Super Power,
117,Slice of Life,
118,Historical,
118,Parody,
118,Slice of Life,
118,Horror,
118,Slice of Life,
118,Samurai,
118,Fantasy,
119,Mystery,
119,Comedy,
119,Supernatural,
119,Samurai,
119,Music,
120,Mecha,
120,Music,
120,Super Power,
120,Mystery,
121,School,
121,Parody,
121,Demons,
122,Shoujo,
122,Drama,
122,Yaoi,
123,Music,
123,Action,
123,Vampire,
124,Sci-Fi,
124,Military,
124,Sci-Fi,
124,Super Power,
124,Action,
125,Vampire,
125,Samurai,
125,Sci-Fi,
125,Horror,
125,Drama,
125,Mecha,
126,Music,
126,School,
126,Shoujo,
126,Demons,
126,Mystery,
127,Demons,
127,Romance,
127,Drama,
127,Romance,
127,Horror,
127,Sci-Fi,
128,Mystery,
128,Seinen,
128,Fantasy,
129,Drama,
129,Parody,
129,School,
129,Horror,
129,Comedy,
129,Supernatural,
130,Romance,
130,Shounen,
130,Seinen,
130,Demons,
130,Yaoi,
131,Mystery,
131,Samurai,
132,School,
132,Mystery,
132,Samurai,
132,Romance,
133,Drama,
133,Comedy,
133,Fantasy,
133,Fantasy,
133,Supernatural,
133,Romance,
133,Yaoi,
134,Fantasy,
134,Mystery,
134,Yaoi,
134,Shounen,
134,Yaoi,
135,Mystery,
135,Comedy,
135,Mystery,
135,Military,
136,Mystery,
136,Historical,
137,Mystery,
137,Seinen,
137,Vampire,
137,Romance,
138,Samurai,
138,Comedy,
138,Mecha,
138,Yaoi,
138,Mystery,
138,Comedy,
139,Military,
139,Romance,
139,Vampire,
139,Shounen,
139,Military,
140,Military,
140,Slice of Life,
141,Romance,
141,Samurai,
142,Drama,
142,Vampire,
142,Vampire,
143,Drama,
143,Supernatural,
143,Mecha,
143,Supernatural,
143,Military,
144,Romance,
144,Adventure,
144,Comedy,
144,Psychological,
145,Fantasy,
145,Psychological,
145,Sci-Fi,
146,Mystery,
146,Parody,
146,Military,
146,Mecha,
146,Historical,
146,Seinen,
147,Adventure,
147,Demons,
147,Yaoi,
148,Military,
148,Adventure,
148,Shounen,
148,Military,
148,Horror,
148,Music,
148,Mecha,
149,Adventure,
149,Adventure,
150,Samurai,
150,Sci-Fi,
150,Romance,
151,Romance,
151,Shounen,
151,Fantasy,
151,Fantasy,
151,Seinen,
152,Parody,
152,Fantasy,
152,Vampire,
152,Psychological,
152,Vampire,
152,Horror,
153,Mystery,
153,Drama,
153,Vampire,
153,Military,
154,Vampire,
154,Demons,
154,Comedy,
154,Samurai,
154,Comedy,
154,Adventure,
154,Slice of Life,
155,Samurai,
155,Romance,
155,Slice of Life,
155,Mecha,
155,Sci-Fi,
155,Comedy,
155,Shounen,
156,Comedy,
156,Demons,
156,Drama,
156,Comedy,
156,Psychological,
156,Shoujo,
156,Samurai,
157,Mystery,
157,Action,
157,Super Power,
157,Mecha,
158,Vampire,
158,School,
158,Action,
158,Mystery,
158,Supernatural,
159,Mecha,
159,School,
159,Samurai,
159,Seinen,
160,Super Power,
160,Drama,
160,Romance,
161,Mystery,
161,Sci-Fi,
162,Comedy,
162,Psychological,
162,Military,
163,Psychological,
163,Sci-Fi,
164,Drama,
164,Supernatural,
164,Mecha,
164,Parody,
164,Yaoi,
164,Super Power,
165,Historical,
165,Adventure,
165,Military,
165,Action,
165,Military,
166,Romance,
166,Vampire,
166,Yaoi,
166,Action,
166,Sci-Fi,
167,Shoujo,
167,Parody,
167,Vampire,
167,Romance,
167,Psychological,
167,Action,
168,Supernatural,
168,Psychological,
168,Historical,
168,Adventure,
168,Supernatural,
168,Music,
168,Fantasy,
169,Music,
169,Drama,
169,Samurai,
170,Parody,
170,Adventure,
170,Action,
170,Shoujo,
171,Shounen,
171,Yaoi,
171,Drama,
171,Shoujo,
171,Fantasy,
171,School,
171,Fantasy,
172,Horror,
172,Romance,
172,Romance,
172,Shounen,
173,Mystery,
173,Shoujo,
173,Parody,
173,Samurai,
173,Vampire,
173,Shoujo,
173,Fantasy,
174,Drama,
174,Super Power,
174,Supernatural,
174,Supernatural,
174,Parody,
174,Vampire,
174,Military,
175,Supernatural,
175,Mecha,
175,Supernatural,
175,Sci-Fi,
175,Shounen,
175,Historical,
175,Historical,
176,Romance,
176,Shoujo,
176,Super Power,
177,Adventure,
177,Military,
177,Parody,
177,Drama,
178,Mecha,
178,Adventure,
179,Military,
179,Action,
179,Horror,
179,Comedy,
179,Supernatural,
180,Samurai,
180,Comedy,
180,School,
180,Shounen,
180,Romance,
180,Vampire,
181,Comedy,
181,Fantasy,
181,Samurai,
181,Super Power,
182,Slice of Life,
182,Super Power,
182,Action,
182,Action,
182,Vampire,
182,Romance,
182,Yaoi,
183,Shoujo,
183,Samurai,
183,Samurai,
183,School,
183,Vampire,
183,Shoujo,
184,Super Power,
184,Horror,
184,Yaoi,
184,Vampire,
184,Slice of Life,
184,Psychological,
184,Psychological,
185,Parody,
185,Music,
185,School,
185,Shoujo,
185,Super Power,
186,Sci-Fi,
186,Sci-Fi,
187,Music,
187,Shounen,
187,Mystery,
187,Romance,
187,School,
187,Super Power,
187,Comedy,
188,Historical,
188,Shoujo,
188,Supernatural,
188,Mystery,
189,Music,
189,Horror,
189,Super Power,
190,Adventure,
190,Parody,
190,School,
191,Military,
191,Slice of Life,
191,Slice of Life,
192,Shounen,
192,Fantasy,
193,Vampire,
193,Horror,
193,Shounen,
193,Demons,
194,Romance,
194,Psychological,
194,Adventure,
194,Romance,
195,Sci-Fi,
195,Comedy,
195,Comedy,
195,Historical,
196,Adventure,
196,Horror,
196,Parody,
196,Horror,
196,Supernatural,
196,Romance,
197,Seinen,
197,Shoujo,
197,Samurai,
197,Horror,
197,Supernatural,
197,Mystery,
197,Demons,
198,Sci-Fi,
198,Psychological,
198,Slice of Life,
198,Comedy,
198,Shoujo,
198,Horror,
198,Shounen,
199,Seinen,
199,Vampire,
199,Supernatural,
199,Psychological,
199,Comedy,
199,Romance,
200,Music,
200,Military,
200,Seinen,
200,Fantasy,
200,Seinen,
201,Music,
201,Seinen,
201,Vampire,
201,Romance,
201,Comedy,
202,Parody,
202,Shounen,
202,Comedy,
202,Parody,
202,Shounen,
202,Military,
202,Romance,
203,Music,
203,Fantasy,
203,Vampire,
203,Slice of Life,
203,Samurai,
203,Seinen,
204,Military,
204,Romance,
205,Shoujo,
205,Mecha,
205,Seinen,
205,Historical,
206,Parody,
206,Super Power,
206,Shounen,
207,Mecha,
207,Seinen,
208,Psychological,
208,Mecha,
209,Seinen,
209,Demons,
209,Music,
209,Drama,
209,Parody,
209,Supernatural,
209,Music,
210,Super Power,
210,Samurai,
211,Comedy,
211,Horror,
211,Fantasy,
212,Mecha,
212,Mecha,
212,Mecha,
212,Mystery,
212,Historical,
213,Super Power,
213,Shoujo,
213,Seinen,
213,Historical,
213,Psychological,
213,Drama,
213,Military,
214,Mystery,
214,Samurai,
214,Horror,
215,School,
215,Military,
215,Action,
215,Supernatural,
215,Super Power,
216,Adventure,
216,Historical,
216,Mecha,
216,Shounen,
217,Military,
217,Yaoi,
217,Romance,
217,School,
217,Romance,
217,Military,
217,Horror,
218,Horror,
218,Supernatural,
218,Samurai,
218,Psychological,
218,Samurai,
219,Psychological,
219,Action,
219,Psychological,
220,Historical,
220,Sci-Fi,
221,Slice of Life,
221,Mecha,
221,Vampire,
221,Samurai,
221,Sci-Fi,
221,Mystery,
221,Mystery,
222,Parody,
222,Shoujo,
222,Mystery,
222,Shounen,
223,School,
223,Samurai,
223,Supernatural,
223,Mystery,
223,Mecha,
224,Super Power,
224,Seinen,
225,Music,
225,Horror,
225,Music,
226,Mecha,
226,Horror,
226,Romance,
226,Super Power,
226,Drama,
226,Shoujo,
226,Demons,
227,Comedy,
227,Yaoi,
227,Seinen,
227,Demons,
227,Horror,
227,Yaoi,
228,Slice of Life,
228,Music,
228,Samurai,
229,Comedy,
229,Psychological,
229,Comedy,
229,Psychological,
229,Comedy,
229,Vampire,
229,Romance,
230,Romance,
230,Super Power,
230,Sci-Fi,
230,Seinen,
230,Psychological,
230,Samurai,
230,Music,
231,Vampire,
231,Romance,
231,Slice of Life,
231,Music,
231,Sci-Fi,
231,Yaoi,
232,Vampire,
232,Drama,
232,Mecha,
232,Slice of Life,
232,Mecha,
232,Super Power,
233,Historical,
233,Shounen,
233,School,
233,Horror,
233,Historical,
233,Shoujo,
233,Music,
234,Samurai,
234,Horror,
234,Shounen,
234,Supernatural,
234,Demons,
234,Horror,
235,Mecha,
235,Fantasy,
235,Sci-Fi,
235,Mecha,
235,Parody,
236,Mystery,
236,Fantasy,
236,Mystery,
236,Psychological,
237,Psychological,
237,Shounen,
237,Supernatural,
237,Shounen,
237,Shoujo,
238,Vampire,
238,Shounen,
238,Historical,
238,Shounen,
238,Sci-Fi,
238,Adventure,
239,Super Power,
239,Mecha,
239,Military,
239,Vampire,
239,Romance,
240,School,
240,Shoujo,
241,Mecha,
241,Samurai,
242,Romance,
242,Psychological,
242,Samurai,
242,Comedy,
242,Yaoi,
242,Action,
242,Seinen,
243,Drama,
243,Music,
243,Samurai,
243,Supernatural,
243,Demons,
244,Romance,
244,Slice of Life,
244,Supernatural,
244,Adventure,
244,Vampire,
244,Mecha,
245,Fantasy,
245,Vampire,
246,School,
246,Mecha,
247,Shounen,
247,Historical,
248,Yaoi,
248,Yaoi,
248,School,
248,Fantasy,
248,Historical,
248,Supernatural,
248,School,
249,Romance,
249,Supernatural,
249,Shoujo,
249,Horror,
249,Shounen,
249,Romance,
250,Military,
250,School,
250,Samurai,
251,Demons,
251,Fantasy,
251,Yaoi,
251,Fantasy,
251,Super Power,
251,Drama,
251,Seinen,
252,Shounen,
252,Romance,
253,Horror,
253,School,
253,Shoujo,
253,Historical,
253,Horror,
254,Horror,
254,Psychological,
255,Fantasy,
255,Historical,
256,Fantasy,
256,Seinen,
256,Parody,
256,Historical,
256,Demons,
256,Mecha,
257,Action,
257,Horror,
257,Supernatural,
257,Action,
257,Sci-Fi,
257,Comedy,
257,Drama,
258,Adventure,
258,Supernatural,
258,Action,
258,Samurai,
258,Military,
258,Mystery,
259,Comedy,
259,Drama,
259,Romance,
260,Military,
260,Military,
260,Parody,
260,Samurai,
261,Vampire,
261,Romance,
261,Shounen,
261,Shoujo,
262,Shoujo,
262,Vampire,
263,Shoujo,
263,Seinen,
263,Action,
263,Yaoi,
263,Parody,
263,Mystery,
264,School,
264,Music,
264,Shounen,
264,Fantasy,
264,Romance,
264,School,
264,School,
265,Seinen,
265,Yaoi,
266,Horror,
266,Slice of Life,
266,Romance,
267,Slice of Life,
267,Vampire,
267,Historical,
267,Super Power,
267,Slice of Life,
268,Yaoi,
268,Vampire,
268,Music,
268,Seinen,
268,Yaoi,
269,Historical,
269,Shoujo,
269,Sci-Fi,
269,Psychological,
269,Parody,
270,Historical,
270,Sci-Fi,
270,Adventure,
270,Action,
271,Adventure,
271,Parody,
271,Vampire,
272,Yaoi,
272,Adventure,
272,Super Power,
273,Seinen,
273,Supernatural,
273,Romance,
273,Super Power,
273,Horror,
274,Music,
274,Yaoi,
274,Shounen,
274,Fantasy,
274,Action,
275,Samurai,
275,Romance,
275,Mystery,
275,Shoujo,
275,Mecha,
275,Action,
275,Drama,
276,Drama,
276,Romance,
276,Shounen,
276,Sci-Fi,
276,Drama,
276,Military,
276,Mystery,
277,Mecha,
277,Supernatural,
277,Comedy,
277,Shoujo,
277,Demons,
278,Shounen,
278,Seinen,
278,School,
279,Comedy,
279,Horror,
280,Fantasy,
280,Vampire,
280,School,
280,Super Power,
280,Yaoi,
280,Shounen,
280,Parody,
281,Yaoi,
281,Supernatural,
281,Military,
281,Drama,
281,Comedy,
282,Fantasy,
282,Romance,
282,Super Power,
282,Supernatural,
282,Romance,
282,Romance,
283,Mystery,
283,Historical,
283,Parody,
283,Shounen,
283,Military,
283,Yaoi,
283,Psychological,
284,School,
284,Shounen,
284,Music,
285,Psychological,
285,Romance,
285,Romance,
285,Seinen,
285,Fantasy,
286,Samurai,
286,Historical,
286,Military,
286,Samurai,
286,Seinen,
286,Slice of Life,
286,Seinen,
287,Mystery,
287,Horror,
287,Yaoi,
287,Mecha,
287,Parody,
288,Vampire,
288,Parody,
289,Mecha,
289,Mystery,
289,Military,
290,Fantasy,
290,Mystery,
291,Comedy,
291,Action,
291,Music,
292,Shounen,
292,Mystery,
292,Horror,
292,Psychological,
292,Psychological,
293,Mystery,
293,Vampire,
293,Mecha,
293,Historical,
294,Yaoi,
294,Historical,
294,Seinen,
294,Romance,
295,Mecha,
295,Historical,
295,Military,
296,Parody,
296,Romance,
296,Vampire,
296,Mystery,
296,Romance,
297,Mecha,
297,Horror,
297,Historical,
297,Vampire,
297,Supernatural,
298,Historical,
298,Parody,
298,Parody,
298,Psychological,
298,Shoujo,
298,Demons,
299,Sci-Fi,
299,Mecha,
299,Super Power,
300,Yaoi,
300,Mecha,
300,Music,
300,Vampire,
301,Demons,
301,Romance,
301,Psychological,
301,Military,
302,Fantasy,
302,Shoujo,
302,Shounen,
302,Demons,
302,Mystery,
303,School,
303,Adventure,
304,Romance,
304,Vampire,
304,Horror,
304,Romance,
304,Samurai,
304,Yaoi,
305,Demons,
305,Slice of Life,
305,Supernatural,
306,Parody,
306,Mystery,
306,Horror,
306,Psychological,
306,Parody,
306,Comedy,
306,Mystery,
307,Super Power,
307,Samurai,
308,Psychological,
308,Romance,
308,Slice of Life,
308,Horror,
308,Sci-Fi,
308,Romance,
309,Supernatural,
309,Demons,
309,Psychological,
310,Super Power,
310,Adventure,
311,Mecha,
311,Adventure,
311,Seinen,
312,Yaoi,
312,Shoujo,
312,Yaoi,
313,Parody,
313,Adventure,
313,Parody,
313,Horror,
313,Comedy,
313,Military,
313,Fantasy,
314,Shounen,
314,Music,
314,Super Power,
314,Romance,
315,Sci-Fi,
315,Fantasy,
315,Music,
315,Military,
315,Samurai,
316,Historical,
316,School,
316,Samurai,
316,Seinen,
316,Mystery,
317,Action,
317,Fantasy,
317,Music,
317,Mystery,
318,Music,
318,Comedy,
318,Mecha,
318,Supernatural,
318,Fantasy,
318,Samurai,
318,Super Power,
319,Military,
319,Drama,
319,Mecha,
319,Shoujo,
320,Psychological,
320,Demons,
321,Supernatural,
321,Drama,
321,Military,
321,Romance,
321,Parody,
321,Supernatural,
321,Supernatural,
322,Fantasy,
322,Drama,
322,Samurai,
322,Action,
323,Mecha,
323,Demons,
323,Mystery,
323,Romance,
323,Comedy,
323,Historical,
324,Samurai,
324,Historical,
324,Samurai,
324,Demons,
324,Seinen,
325,Drama,
325,School,
326,Music,
326,Sci-Fi,
327,Seinen,
327,Military,
327,Military,
327,Fantasy,
327,Seinen,
327,Action,
328,Action,
328,Samurai,
328,Horror,
328,Fantasy,
329,Comedy,
329,Slice of Life,
330,Horror,
330,Samurai,
330,Mystery,
330,Comedy,
330,Sci-Fi,
331,School,
331,Seinen,
332,Action,
332,Vampire,
332,Seinen,
332,Action,
332,Sci-Fi,
333,Vampire,
333,Mecha,
333,Music,
333,Slice of Life,
333,Super Power,
334,School,
334,Slice of Life,
334,Psychological,
334,Demons,
334,School,
334,Comedy,
334,Mecha,
335,Supernatural,
335,Action,
335,Horror,
336,Samurai,
336,Parody,
336,Action,
336,Adventure,
336,Military,
336,Romance,
336,Military,
337,Demons,
337,Vampire,
338,Supernatural,
338,Romance,
338,Action,
339,Military,
339,Demons,
339,Vampire,
339,Historical,
339,Comedy,
340,Psychological,
340,Sci-Fi,
340,Psychological,
340,Shounen,
340,Military,
340,Mecha,
341,Demons,
341,Shoujo,
341,Music,
341,Mystery,
341,Supernatural,
341,Mecha,
341,School,
342,Drama,
342,Super Power,
342,Sci-Fi,
343,Samurai,
343,Romance,
343,Horror,
344,Shounen,
344,Sci-Fi,
344,Music,
345,Action,
345,Music,
346,Mystery,
346,Seinen,
346,Shounen,
346,Yaoi,
346,Psychological,
346,Music,
347,Supernatural,
347,Historical,
347,Music,
348,School,
348,Music,
348,Adventure,
349,School,
349,Drama,
349,Vampire,
349,Romance,
350,Slice of Life,
350,Military,
350,Seinen,
350,Military,
350,Vampire,
350,Comedy,
351,Shoujo,
351,Samurai,
351,Comedy,
351,Shoujo,
351,Action,
352,Military,
352,Adventure,
352,Adventure,
353,Slice of Life,
353,Romance,
353,Demons,
354,Drama,
354,Romance,
354,Horror,
355,Demons,
355,Fantasy,
355,Action,
355,Historical,
356,Psychological,
356,Sci-Fi,
357,Fantasy,
357,Supernatural,
357,Historical,
357,Seinen,
357,Action,
357,Slice of Life,
358,Demons,
358,Military,
358,Super Power,
358,Slice of Life,
358,Shoujo,
358,Historical,
358,Super Power,
359,Historical,
359,Comedy,
359,Sci-Fi,
359,School,
360,Samurai,
360,School,
360,Sci-Fi,
360,Horror,
360,Shoujo,
360,Seinen,
360,Super Power,
361,Romance,
361,Seinen,
361,Shoujo,
361,Music,
361,Drama,
361,Military,
361,Super Power,
362,Historical,
362,Seinen,
362,Shoujo,
362,Yaoi,
363,Parody,
363,Romance,
363,School,
363,Shoujo,
364,Super Power,
364,Adventure,
364,Comedy,
364,Mystery,
364,Shoujo,
364,Adventure,
364,Vampire,
365,Slice of Life,
365,School,
366,Mecha,
366,Shoujo,
366,Comedy,
366,Romance,
366,Vampire,
367,Fantasy,
367,School,
367,Yaoi,
367,Romance,
367,Mystery,
367,Supernatural,
367,Seinen,
368,Historical,
368,Fantasy,
368,Action,
368,Demons,
369,Psychological,
369,Seinen,
369,Demons,
370,Shounen,
370,Romance,
370,Comedy,
371,Shoujo,
371,School,
371,Drama,
371,Horror,
371,Vampire,
371,Yaoi,
371,Super Power,
372,Drama,
372,Samurai,
372,Military,
372,Military,
372,Super Power,
372,Action,
372,Psychological,
373,Music,
373,Demons,
373,Music,
373,Romance,
373,Vampire,
373,Seinen,
373,Parody,
374,Horror,
374,Romance,
374,Parody,
375,Military,
375,Mecha,
375,Shounen,
375,Military,
375,Samurai,
375,School,
376,Shounen,
376,Adventure,
376,Historical,
376,Shoujo,
376,Mecha,
376,Sci-Fi,
377,Psychological,
377,Mystery,
377,Supernatural,
377,Sci-Fi,
377,Vampire,
377,Romance,
377,Sci-Fi,
378,Psychological,
378,Adventure,
378,Mystery,
378,Vampire,
378,Parody,
378,Shoujo,
379,Romance,
379,Action,
380,Super Power,
380,Music,
380,Samurai,
380,Shounen,
381,Fantasy,
381,Slice of Life,
381,Music,
381,Shoujo,
381,Romance,
381,Supernatural,
381,Mystery,
382,Psychological,
382,Mystery,
382,Horror,
382,Adventure,
382,Military,
382,Shoujo,
383,Samurai,
383,School,
383,Romance,
383,Mecha,
383,Seinen,
383,Music,
383,Adventure,
384,Yaoi,
384,Vampire,
384,Yaoi,
384,Sci-Fi,
384,Mystery,
385,Adventure,
385,School,
385,School,
385,Psychological,
385,Romance,
385,Mecha,
385,Historical,
386,Psychological,
386,Shoujo,
386,Adventure,
386,Sci-Fi,
386,Vampire,
387,Seinen,
387,Mecha,
388,Adventure,
388,Comedy,
388,Super Power,
388,Samurai,
389,Action,
389,Supernatural,
389,Historical,
389,Horror,
389,School,
389,Slice of Life,
389,Supernatural,
390,Comedy,
390,Sci-Fi,
390,Yaoi,
390,Mystery,
390,School,
390,Sci-Fi,
391,Sci-Fi,
391,Romance,
391,Demons,
391,Mystery,
391,Shoujo,
392,Shounen,
392,Historical,
392,Seinen,
393,Mystery,
393,Action,
393,Yaoi,
393,Psychological,
393,Shoujo,
393,Romance,
393,Mystery,
394,Fantasy,
394,Psychological,
394,Romance,
394,Horror,
395,Action,
395,Historical,
395,Demons,
395,Shoujo,
395,Demons,
395,Shoujo,
396,Historical,
396,Mecha,
396,Historical,
396,Comedy,
396,Seinen,
396,Supernatural,
396,Music,
397,Vampire,
397,School,
397,School,
397,Psychological,
397,Supernatural,
397,Action,
397,Shoujo,
398,Music,
398,Psychological,
398,Seinen,
398,Demons,
398,Parody,
398,Sci-Fi,
399,Psychological,
399,Romance,
400,School,
